"Red","CodigoBase","AliasBC3","TipoInterpretado","CodigoBC3_Referencia","DuplicadosMismoCodigo","NombreRepresentativo","TipoOrigen","Tamano","CotaTapa_m","CotaSumidero_m","ProfundidadGeom_m","ProfundidadReportada_m","Observacion"
"PLUVIALES","PPEX1","IM50","Imbornal / estructura auxiliar","U044879794E3","1","PPEX1","Circular","D:1.00","3.56","2.43","1.13","0","Criterio actual: no PP = imbornal"
"PLUVIALES","PP28","PP28","Pozo pluvial","UAP0.2-TIPOI","1","PP28","Circular","D:1.00","3.55","1.82","1.73","0","Criterio hidráulico acordado: pozo estándar => TIPO I."
"PLUVIALES","PP10","PP10","Pozo pluvial","UAP0.2-TIPOI","1","PP10","Circular","D:1.00","3.55","1.7","1.85","0","Criterio hidráulico acordado: pozo estándar => TIPO I."
"PLUVIALES","IM49","IM51","Imbornal / estructura auxiliar","U044879794E3","1","IM49","Rectangular","L:0.70 W:0.30","3.54","1.84","1.7","0","Criterio actual: no PP = imbornal"
"PLUVIALES","PP24","PP24","Pozo pluvial","UAP0.2-TIPOI","1","PP24","Circular","D:1.00","3.53","2.14","1.39","0","Criterio hidráulico acordado: pozo estándar => TIPO I."
"PLUVIALES","IM59","IM52","Imbornal / estructura auxiliar","U044879794E3","1","IM59","Rectangular","L:0.70 W:0.30","3.52","1.44","2.08","0","Criterio actual: no PP = imbornal"
"PLUVIALES","IM60","IM53","Imbornal / estructura auxiliar","U044879794E3","1","IM60","Rectangular","L:0.70 W:0.30","3.52","2.68","0.84","0","Criterio actual: no PP = imbornal"
"PLUVIALES","PP13","PP13","Pozo pluvial","UAP0.2-TIPOI","1","PP13","Circular","D:1.00","3.52","1.5","2.02","0","Criterio hidráulico acordado: pozo estándar => TIPO I."
"PLUVIALES","PP27","PP27","Pozo pluvial","UAP0.2-TIPOI","1","PP27","Circular","D:1.00","3.51","1.9","1.61","0","Criterio hidráulico acordado: pozo estándar => TIPO I."
"PLUVIALES","PP9","PP9","Pozo pluvial","UAP0.2-TIPOI","1","PP9","Circular","D:1.00","3.5","1.79","1.71","0","Criterio hidráulico acordado: pozo estándar => TIPO I."
"PLUVIALES","IM25","IM54","Imbornal / estructura auxiliar","U044879794E3","1","IM25","Rectangular","L:0.70 W:0.30","3.5","2.73","0.77","0","Criterio actual: no PP = imbornal"
"PLUVIALES","IM61","IM55","Imbornal / estructura auxiliar","U044879794E3","1","IM61","Rectangular","L:0.70 W:0.30","3.49","1.36","2.13","0","Criterio actual: no PP = imbornal"
