"Tipo","Alineacion","PK","PK_m","Ordenada_m","Abscisa_m","Distancia_m","Orientacion","RowKind"
"INCREMENTAL","EJE TRAMO 2","0+950.00","950","4058170.4178","368527.2956",,"N35.629447E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","0+960.00","960","4058178.5458","368533.121",,"N35.629447E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","0+970.00","970","4058186.6738","368538.9464",,"N35.629447E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","0+980.00","980","4058194.8018","368544.7718",,"N35.629447E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","0+990.00","990","4058202.9298","368550.5972",,"N35.629447E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","1+000.00","1000","4058211.0578","368556.4226",,"N35.629447E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","1+010.00","1010","4058219.1804","368562.2556",,"N36.081294E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","1+020.00","1020","4058227.1626","368568.2785",,"N37.991153E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","1+030.00","1030","4058234.9396","368574.5641",,"N39.901013E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","1+040.00","1040","4058242.5102","368581.097",,"N41.316495E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","1+050.00","1050","4058250.021","368587.6992",,"N41.316495E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","1+060.00","1060","4058257.5317","368594.3014",,"N41.316495E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","1+070.00","1070","4058265.0424","368600.9036",,"N41.316495E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","1+080.00","1080","4058272.5532","368607.5057",,"N41.316495E (d)","Punto_Incremental"
"INCREMENTAL","EJE TRAMO 2","1+082.12","1082.12","4058274.145","368608.905",,"N41.316495E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+000.00","0","4058254.9596","368592.107",,"S48.795850E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+010.00","10","4058249.9964","368600.7135",,"S71.262558E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+020.00","20","4058248.699","368610.5645",,"N86.268488E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+030.00","30","4058251.265","368620.1635",,"N63.799533E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+040.00","40","4058257.3047","368628.0532",,"N41.330578E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+050.00","50","4058265.9012","368633.0356",,"N18.861623E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+060.00","60","4058275.7494","368634.3544",,"N3.607331O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+070.00","70","4058285.3539","368631.8093",,"N26.076286O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+080.00","80","4058293.2566","368625.7867",,"N48.545241O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+090.00","90","4058298.2577","368617.201",,"N71.014196O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+100.00","100","4058299.5978","368607.3557",,"S86.516850O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+110.00","110","4058297.0735","368597.7457",,"S64.047895O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+120.00","120","4058291.068","368589.8299",,"S41.578940O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+130.00","130","4058282.4932","368584.8102",,"S19.109985O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+140.00","140","4058272.6509","368583.4488",,"S3.358969E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+150.00","150","4058263.0354","368585.9523",,"S25.827924E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+160.00","160","4058255.1066","368591.9406",,"S48.296879E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA AV. MANUEL CASTILLO","0+160.12","160.12","4058255.027","368592.0303",,"S48.566506E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+000.00","0","4059120.5588","369067.7164",,"S84.057876E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+010.00","10","4059121.886","369077.5328",,"N68.658420E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+020.00","20","4059127.5654","369085.6488",,"N41.374715E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+030.00","30","4059136.3332","369090.2585",,"N14.091011E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+040.00","40","4059146.2387","369090.3361",,"N13.192694O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+050.00","50","4059155.0778","369085.8645",,"N40.476398O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+060.00","60","4059160.8837","369077.8386",,"N67.760103O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+070.00","70","4059162.3646","369068.0441",,"S84.956193O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+080.00","80","4059159.1911","369058.6604",,"S57.672488O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+090.00","90","4059152.0691","369051.7755",,"S30.388783O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+100.00","100","4059142.5835","369048.9212",,"S3.105079O (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+110.00","110","4059132.8447","369050.7326",,"S24.178626E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+120.00","120","4059125.0198","369056.8068",,"S51.462330E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+130.00","130","4059120.8497","369065.792",,"S78.746035E (d)","Punto_Incremental"
"INCREMENTAL","ROTONDA CTRA. GUADALMAR","0+131.85","131.85","4059120.5694","369067.6169",,"S83.785038E (d)","Punto_Incremental"
